Waktu(s),ID_Agen,Tipe_Agen,ID_Edge,Fungsi_Edge
253.00,Ped2.8,Pedestrian,-E6,normal
253.00,Ped2.9,Pedestrian,-E6,normal
253.10,CyanCar.12,Vehicle,E4,normal
253.10,CyanCar.13,Vehicle,-E6,normal
253.10,CyanCar.14,Vehicle,-E6,normal
253.10,RedCar.12,Vehicle,E6,normal
253.10,RedCar.13,Vehicle,-E4,normal
253.10,RedCar.14,Vehicle,-E4,normal
253.10,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.10,Ped1.7,Pedestrian,-E4,normal
253.10,Ped1.8,Pedestrian,-E4,normal
253.10,Ped1.9,Pedestrian,-E4,normal
253.10,Ped2.10,Pedestrian,:J5_c0,crossing
253.10,Ped2.8,Pedestrian,-E6,normal
253.10,Ped2.9,Pedestrian,-E6,normal
253.20,CyanCar.12,Vehicle,E4,normal
253.20,CyanCar.13,Vehicle,-E6,normal
253.20,CyanCar.14,Vehicle,-E6,normal
253.20,RedCar.12,Vehicle,E6,normal
253.20,RedCar.13,Vehicle,-E4,normal
253.20,RedCar.14,Vehicle,-E4,normal
253.20,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.20,Ped1.7,Pedestrian,-E4,normal
253.20,Ped1.8,Pedestrian,-E4,normal
253.20,Ped1.9,Pedestrian,-E4,normal
253.20,Ped2.10,Pedestrian,:J5_c0,crossing
253.20,Ped2.8,Pedestrian,-E6,normal
253.20,Ped2.9,Pedestrian,-E6,normal
253.30,CyanCar.12,Vehicle,E4,normal
253.30,CyanCar.13,Vehicle,-E6,normal
253.30,CyanCar.14,Vehicle,-E6,normal
253.30,RedCar.12,Vehicle,E6,normal
253.30,RedCar.13,Vehicle,-E4,normal
253.30,RedCar.14,Vehicle,-E4,normal
253.30,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.30,Ped1.7,Pedestrian,-E4,normal
253.30,Ped1.8,Pedestrian,-E4,normal
253.30,Ped1.9,Pedestrian,-E4,normal
253.30,Ped2.10,Pedestrian,:J5_c0,crossing
253.30,Ped2.8,Pedestrian,-E6,normal
253.30,Ped2.9,Pedestrian,-E6,normal
253.40,CyanCar.12,Vehicle,E4,normal
253.40,CyanCar.13,Vehicle,-E6,normal
253.40,CyanCar.14,Vehicle,-E6,normal
253.40,RedCar.12,Vehicle,E6,normal
253.40,RedCar.13,Vehicle,-E4,normal
253.40,RedCar.14,Vehicle,-E4,normal
253.40,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.40,Ped1.7,Pedestrian,-E4,normal
253.40,Ped1.8,Pedestrian,-E4,normal
253.40,Ped1.9,Pedestrian,-E4,normal
253.40,Ped2.10,Pedestrian,:J5_c0,crossing
253.40,Ped2.8,Pedestrian,-E6,normal
253.40,Ped2.9,Pedestrian,-E6,normal
253.50,CyanCar.12,Vehicle,E4,normal
253.50,CyanCar.13,Vehicle,-E6,normal
253.50,CyanCar.14,Vehicle,-E6,normal
253.50,RedCar.12,Vehicle,E6,normal
253.50,RedCar.13,Vehicle,-E4,normal
253.50,RedCar.14,Vehicle,-E4,normal
253.50,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.50,Ped1.7,Pedestrian,-E4,normal
253.50,Ped1.8,Pedestrian,-E4,normal
253.50,Ped1.9,Pedestrian,-E4,normal
253.50,Ped2.10,Pedestrian,:J5_c0,crossing
253.50,Ped2.8,Pedestrian,-E6,normal
253.50,Ped2.9,Pedestrian,-E6,normal
253.60,CyanCar.12,Vehicle,E4,normal
253.60,CyanCar.13,Vehicle,-E6,normal
253.60,CyanCar.14,Vehicle,-E6,normal
253.60,RedCar.12,Vehicle,E6,normal
253.60,RedCar.13,Vehicle,-E4,normal
253.60,RedCar.14,Vehicle,-E4,normal
253.60,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.60,Ped1.7,Pedestrian,-E4,normal
253.60,Ped1.8,Pedestrian,-E4,normal
253.60,Ped1.9,Pedestrian,-E4,normal
253.60,Ped2.10,Pedestrian,:J5_c0,crossing
253.60,Ped2.8,Pedestrian,-E6,normal
253.60,Ped2.9,Pedestrian,-E6,normal
253.70,CyanCar.12,Vehicle,E4,normal
253.70,CyanCar.13,Vehicle,-E6,normal
253.70,CyanCar.14,Vehicle,-E6,normal
253.70,RedCar.12,Vehicle,E6,normal
253.70,RedCar.13,Vehicle,-E4,normal
253.70,RedCar.14,Vehicle,-E4,normal
253.70,Ped1.10,Pedestrian,:J5_w3,walkingarea
253.70,Ped1.7,Pedestrian,-E4,normal
253.70,Ped1.8,Pedestrian,-E4,normal
253.70,Ped1.9,Pedestrian,-E4,normal
253.70,Ped2.10,Pedestrian,:J5_c0,crossing
253.70,Ped2.8,Pedestrian,-E6,normal
253.70,Ped2.9,Pedestrian,-E6,normal
253.80,CyanCar.12,Vehicle,E4,normal
253.80,CyanCar.13,Vehicle,-E6,normal
253.80,CyanCar.14,Vehicle,-E6,normal
253.80,RedCar.12,Vehicle,E6,normal
253.80,RedCar.13,Vehicle,-E4,normal
253.80,RedCar.14,Vehicle,-E4,normal
253.80,Ped1.10,Pedestrian,-E4,normal
253.80,Ped1.7,Pedestrian,-E4,normal
253.80,Ped1.8,Pedestrian,-E4,normal
253.80,Ped1.9,Pedestrian,-E4,normal
253.80,Ped2.10,Pedestrian,:J5_c0,crossing
253.80,Ped2.8,Pedestrian,-E6,normal
253.80,Ped2.9,Pedestrian,-E6,normal
253.90,CyanCar.12,Vehicle,E4,normal
253.90,CyanCar.13,Vehicle,-E6,normal
253.90,CyanCar.14,Vehicle,-E6,normal
253.90,RedCar.12,Vehicle,E6,normal
253.90,RedCar.13,Vehicle,-E4,normal
253.90,RedCar.14,Vehicle,-E4,normal
253.90,Ped1.10,Pedestrian,-E4,normal
253.90,Ped1.7,Pedestrian,-E4,normal
253.90,Ped1.8,Pedestrian,-E4,normal
253.90,Ped1.9,Pedestrian,-E4,normal
253.90,Ped2.10,Pedestrian,:J5_c0,crossing
253.90,Ped2.8,Pedestrian,-E6,normal
253.90,Ped2.9,Pedestrian,-E6,normal
254.00,CyanCar.12,Vehicle,E4,normal
254.00,CyanCar.13,Vehicle,-E6,normal
254.00,CyanCar.14,Vehicle,-E6,normal
254.00,RedCar.12,Vehicle,E6,normal
254.00,RedCar.13,Vehicle,:J5_13,internal
254.00,RedCar.14,Vehicle,-E4,normal
254.00,Ped1.10,Pedestrian,-E4,normal
254.00,Ped1.7,Pedestrian,-E4,normal
254.00,Ped1.8,Pedestrian,-E4,normal
254.00,Ped1.9,Pedestrian,-E4,normal
254.00,Ped2.10,Pedestrian,:J5_c0,crossing
254.00,Ped2.8,Pedestrian,-E6,normal
254.00,Ped2.9,Pedestrian,-E6,normal
254.10,CyanCar.12,Vehicle,E4,normal
254.10,CyanCar.13,Vehicle,-E6,normal
254.10,CyanCar.14,Vehicle,-E6,normal
254.10,RedCar.12,Vehicle,E6,normal
254.10,RedCar.13,Vehicle,:J5_13,internal
254.10,RedCar.14,Vehicle,-E4,normal
254.10,Ped1.10,Pedestrian,-E4,normal
254.10,Ped1.7,Pedestrian,-E4,normal
254.10,Ped1.8,Pedestrian,-E4,normal
254.10,Ped1.9,Pedestrian,-E4,normal
254.10,Ped2.10,Pedestrian,:J5_c0,crossing
254.10,Ped2.8,Pedestrian,-E6,normal
254.10,Ped2.9,Pedestrian,-E6,normal
254.20,CyanCar.12,Vehicle,E4,normal
254.20,CyanCar.13,Vehicle,-E6,normal
254.20,CyanCar.14,Vehicle,-E6,normal
254.20,RedCar.12,Vehicle,E6,normal
254.20,RedCar.13,Vehicle,:J5_13,internal
254.20,RedCar.14,Vehicle,-E4,normal
254.20,Ped1.10,Pedestrian,-E4,normal
254.20,Ped1.7,Pedestrian,-E4,normal
254.20,Ped1.8,Pedestrian,-E4,normal
254.20,Ped1.9,Pedestrian,-E4,normal
254.20,Ped2.10,Pedestrian,:J5_c0,crossing
254.20,Ped2.8,Pedestrian,-E6,normal
254.20,Ped2.9,Pedestrian,-E6,normal
254.30,CyanCar.12,Vehicle,E4,normal
254.30,CyanCar.13,Vehicle,-E6,normal
254.30,CyanCar.14,Vehicle,-E6,normal
254.30,RedCar.12,Vehicle,E6,normal
254.30,RedCar.13,Vehicle,:J5_13,internal
254.30,RedCar.14,Vehicle,-E4,normal
254.30,Ped1.10,Pedestrian,-E4,normal
254.30,Ped1.7,Pedestrian,-E4,normal
254.30,Ped1.8,Pedestrian,-E4,normal
254.30,Ped1.9,Pedestrian,-E4,normal
254.30,Ped2.10,Pedestrian,:J5_c0,crossing
254.30,Ped2.8,Pedestrian,-E6,normal
254.30,Ped2.9,Pedestrian,-E6,normal
254.40,CyanCar.12,Vehicle,E4,normal
254.40,CyanCar.13,Vehicle,-E6,normal
254.40,CyanCar.14,Vehicle,-E6,normal
254.40,RedCar.12,Vehicle,E6,normal
254.40,RedCar.13,Vehicle,:J5_13,internal
254.40,RedCar.14,Vehicle,-E4,normal
254.40,Ped1.10,Pedestrian,-E4,normal
254.40,Ped1.7,Pedestrian,-E4,normal
254.40,Ped1.8,Pedestrian,-E4,normal
254.40,Ped1.9,Pedestrian,-E4,normal
254.40,Ped2.10,Pedestrian,:J5_c0,crossing
254.40,Ped2.8,Pedestrian,-E6,normal
254.40,Ped2.9,Pedestrian,-E6,normal
254.50,CyanCar.12,Vehicle,E4,normal
254.50,CyanCar.13,Vehicle,-E6,normal
254.50,CyanCar.14,Vehicle,-E6,normal
254.50,RedCar.12,Vehicle,E6,normal
254.50,RedCar.13,Vehicle,:J5_13,internal
254.50,RedCar.14,Vehicle,-E4,normal
254.50,Ped1.10,Pedestrian,-E4,normal
254.50,Ped1.7,Pedestrian,-E4,normal
254.50,Ped1.8,Pedestrian,-E4,normal
254.50,Ped1.9,Pedestrian,-E4,normal
254.50,Ped2.10,Pedestrian,:J5_w1,walkingarea
254.50,Ped2.8,Pedestrian,-E6,normal
254.50,Ped2.9,Pedestrian,-E6,normal
254.60,CyanCar.12,Vehicle,E4,normal
254.60,CyanCar.13,Vehicle,-E6,normal
254.60,CyanCar.14,Vehicle,-E6,normal
254.60,RedCar.12,Vehicle,E6,normal
254.60,RedCar.13,Vehicle,:J5_13,internal
254.60,RedCar.14,Vehicle,-E4,normal
254.60,Ped1.10,Pedestrian,-E4,normal
254.60,Ped1.7,Pedestrian,-E4,normal
254.60,Ped1.8,Pedestrian,-E4,normal
254.60,Ped1.9,Pedestrian,-E4,normal
254.60,Ped2.10,Pedestrian,:J5_w1,walkingarea
254.60,Ped2.8,Pedestrian,-E6,normal
254.60,Ped2.9,Pedestrian,-E6,normal
254.70,CyanCar.12,Vehicle,E4,normal
254.70,CyanCar.13,Vehicle,-E6,normal
254.70,CyanCar.14,Vehicle,-E6,normal
254.70,RedCar.12,Vehicle,E6,normal
254.70,RedCar.13,Vehicle,:J5_13,internal
254.70,RedCar.14,Vehicle,-E4,normal
254.70,Ped1.10,Pedestrian,-E4,normal
254.70,Ped1.7,Pedestrian,-E4,normal
254.70,Ped1.8,Pedestrian,-E4,normal
254.70,Ped1.9,Pedestrian,-E4,normal
254.70,Ped2.10,Pedestrian,:J5_w1,walkingarea
254.70,Ped2.8,Pedestrian,-E6,normal
254.70,Ped2.9,Pedestrian,-E6,normal
254.80,CyanCar.12,Vehicle,E4,normal
254.80,CyanCar.13,Vehicle,-E6,normal
254.80,CyanCar.14,Vehicle,-E6,normal
254.80,RedCar.12,Vehicle,E6,normal
254.80,RedCar.13,Vehicle,:J5_13,internal
254.80,RedCar.14,Vehicle,-E4,normal
254.80,Ped1.10,Pedestrian,-E4,normal
254.80,Ped1.7,Pedestrian,-E4,normal
254.80,Ped1.8,Pedestrian,-E4,normal
254.80,Ped1.9,Pedestrian,-E4,normal
254.80,Ped2.10,Pedestrian,:J5_w1,walkingarea
254.80,Ped2.8,Pedestrian,-E6,normal
254.80,Ped2.9,Pedestrian,-E6,normal
254.90,CyanCar.12,Vehicle,E4,normal
254.90,CyanCar.13,Vehicle,-E6,normal
254.90,CyanCar.14,Vehicle,-E6,normal
254.90,RedCar.12,Vehicle,E6,normal
254.90,RedCar.13,Vehicle,:J5_13,internal
254.90,RedCar.14,Vehicle,-E4,normal
254.90,Ped1.10,Pedestrian,-E4,normal
254.90,Ped1.7,Pedestrian,-E4,normal
254.90,Ped1.8,Pedestrian,-E4,normal
254.90,Ped1.9,Pedestrian,-E4,normal
254.90,Ped2.10,Pedestrian,:J5_w1,walkingarea
254.90,Ped2.8,Pedestrian,-E6,normal
254.90,Ped2.9,Pedestrian,-E6,normal
255.00,CyanCar.12,Vehicle,E4,normal
255.00,CyanCar.13,Vehicle,-E6,normal
255.00,CyanCar.14,Vehicle,-E6,normal
255.00,RedCar.12,Vehicle,E6,normal
255.00,RedCar.13,Vehicle,:J5_13,internal
255.00,RedCar.14,Vehicle,-E4,normal
255.00,Ped1.10,Pedestrian,-E4,normal
255.00,Ped1.7,Pedestrian,-E4,normal
255.00,Ped1.8,Pedestrian,-E4,normal
255.00,Ped1.9,Pedestrian,-E4,normal
255.00,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.00,Ped2.8,Pedestrian,-E6,normal
255.00,Ped2.9,Pedestrian,-E6,normal
255.10,CyanCar.12,Vehicle,E4,normal
255.10,CyanCar.13,Vehicle,-E6,normal
255.10,CyanCar.14,Vehicle,-E6,normal
255.10,RedCar.12,Vehicle,E6,normal
255.10,RedCar.13,Vehicle,:J5_13,internal
255.10,RedCar.14,Vehicle,-E4,normal
255.10,Ped1.10,Pedestrian,-E4,normal
255.10,Ped1.7,Pedestrian,-E4,normal
255.10,Ped1.8,Pedestrian,-E4,normal
255.10,Ped1.9,Pedestrian,-E4,normal
255.10,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.10,Ped2.8,Pedestrian,-E6,normal
255.10,Ped2.9,Pedestrian,-E6,normal
255.20,CyanCar.12,Vehicle,E4,normal
255.20,CyanCar.13,Vehicle,-E6,normal
255.20,CyanCar.14,Vehicle,-E6,normal
255.20,RedCar.12,Vehicle,E6,normal
255.20,RedCar.13,Vehicle,:J5_13,internal
255.20,RedCar.14,Vehicle,-E4,normal
255.20,Ped1.10,Pedestrian,-E4,normal
255.20,Ped1.7,Pedestrian,-E4,normal
255.20,Ped1.8,Pedestrian,-E4,normal
255.20,Ped1.9,Pedestrian,-E4,normal
255.20,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.20,Ped2.8,Pedestrian,-E6,normal
255.20,Ped2.9,Pedestrian,-E6,normal
255.30,CyanCar.12,Vehicle,E4,normal
255.30,CyanCar.13,Vehicle,-E6,normal
255.30,CyanCar.14,Vehicle,-E6,normal
255.30,RedCar.12,Vehicle,E6,normal
255.30,RedCar.13,Vehicle,:J5_13,internal
255.30,RedCar.14,Vehicle,-E4,normal
255.30,Ped1.10,Pedestrian,-E4,normal
255.30,Ped1.7,Pedestrian,-E4,normal
255.30,Ped1.8,Pedestrian,-E4,normal
255.30,Ped1.9,Pedestrian,-E4,normal
255.30,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.30,Ped2.8,Pedestrian,-E6,normal
255.30,Ped2.9,Pedestrian,-E6,normal
255.40,CyanCar.12,Vehicle,E4,normal
255.40,CyanCar.13,Vehicle,-E6,normal
255.40,CyanCar.14,Vehicle,-E6,normal
255.40,RedCar.12,Vehicle,E6,normal
255.40,RedCar.13,Vehicle,:J5_13,internal
255.40,RedCar.14,Vehicle,-E4,normal
255.40,Ped1.10,Pedestrian,-E4,normal
255.40,Ped1.7,Pedestrian,-E4,normal
255.40,Ped1.8,Pedestrian,-E4,normal
255.40,Ped1.9,Pedestrian,-E4,normal
255.40,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.40,Ped2.8,Pedestrian,-E6,normal
255.40,Ped2.9,Pedestrian,-E6,normal
255.50,CyanCar.12,Vehicle,E4,normal
255.50,CyanCar.13,Vehicle,-E6,normal
255.50,CyanCar.14,Vehicle,-E6,normal
255.50,RedCar.12,Vehicle,E6,normal
255.50,RedCar.13,Vehicle,:J5_13,internal
255.50,RedCar.14,Vehicle,-E4,normal
255.50,Ped1.10,Pedestrian,-E4,normal
255.50,Ped1.7,Pedestrian,-E4,normal
255.50,Ped1.8,Pedestrian,-E4,normal
255.50,Ped1.9,Pedestrian,-E4,normal
255.50,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.50,Ped2.8,Pedestrian,-E6,normal
255.50,Ped2.9,Pedestrian,-E6,normal
255.60,CyanCar.13,Vehicle,-E6,normal
255.60,CyanCar.14,Vehicle,-E6,normal
255.60,RedCar.12,Vehicle,E6,normal
255.60,RedCar.13,Vehicle,:J5_13,internal
255.60,RedCar.14,Vehicle,-E4,normal
255.60,Ped1.10,Pedestrian,-E4,normal
255.60,Ped1.7,Pedestrian,-E4,normal
255.60,Ped1.8,Pedestrian,-E4,normal
255.60,Ped1.9,Pedestrian,-E4,normal
255.60,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.60,Ped2.8,Pedestrian,-E6,normal
255.60,Ped2.9,Pedestrian,-E6,normal
255.70,CyanCar.13,Vehicle,:J5_5,internal
255.70,CyanCar.14,Vehicle,-E6,normal
255.70,RedCar.12,Vehicle,E6,normal
255.70,RedCar.13,Vehicle,:J5_13,internal
255.70,RedCar.14,Vehicle,-E4,normal
255.70,Ped1.10,Pedestrian,-E4,normal
255.70,Ped1.7,Pedestrian,-E4,normal
255.70,Ped1.8,Pedestrian,-E4,normal
255.70,Ped1.9,Pedestrian,-E4,normal
255.70,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.70,Ped2.8,Pedestrian,-E6,normal
255.70,Ped2.9,Pedestrian,-E6,normal
255.80,CyanCar.13,Vehicle,:J5_5,internal
255.80,CyanCar.14,Vehicle,-E6,normal
255.80,RedCar.12,Vehicle,E6,normal
255.80,RedCar.13,Vehicle,:J5_13,internal
255.80,RedCar.14,Vehicle,-E4,normal
255.80,Ped1.10,Pedestrian,-E4,normal
255.80,Ped1.7,Pedestrian,-E4,normal
255.80,Ped1.8,Pedestrian,-E4,normal
255.80,Ped1.9,Pedestrian,-E4,normal
255.80,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.80,Ped2.8,Pedestrian,-E6,normal
255.80,Ped2.9,Pedestrian,-E6,normal
255.90,CyanCar.13,Vehicle,:J5_5,internal
255.90,CyanCar.14,Vehicle,-E6,normal
255.90,RedCar.12,Vehicle,E6,normal
255.90,RedCar.13,Vehicle,:J5_13,internal
255.90,RedCar.14,Vehicle,-E4,normal
255.90,Ped1.10,Pedestrian,-E4,normal
255.90,Ped1.7,Pedestrian,-E4,normal
255.90,Ped1.8,Pedestrian,-E4,normal
255.90,Ped1.9,Pedestrian,-E4,normal
255.90,Ped2.10,Pedestrian,:J5_w1,walkingarea
255.90,Ped2.8,Pedestrian,-E6,normal
255.90,Ped2.9,Pedestrian,-E6,normal
256.00,CyanCar.13,Vehicle,:J5_5,internal
256.00,CyanCar.14,Vehicle,-E6,normal
256.00,RedCar.12,Vehicle,E6,normal
256.00,RedCar.13,Vehicle,:J5_13,internal
256.00,RedCar.14,Vehicle,-E4,normal
256.00,Ped1.10,Pedestrian,-E4,normal
256.00,Ped1.7,Pedestrian,-E4,normal
256.00,Ped1.8,Pedestrian,-E4,normal
256.00,Ped1.9,Pedestrian,-E4,normal
256.00,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.00,Ped2.8,Pedestrian,-E6,normal
256.00,Ped2.9,Pedestrian,-E6,normal
256.10,CyanCar.13,Vehicle,:J5_5,internal
256.10,CyanCar.14,Vehicle,-E6,normal
256.10,RedCar.12,Vehicle,E6,normal
256.10,RedCar.13,Vehicle,:J5_13,internal
256.10,RedCar.14,Vehicle,-E4,normal
256.10,Ped1.10,Pedestrian,-E4,normal
256.10,Ped1.7,Pedestrian,-E4,normal
256.10,Ped1.8,Pedestrian,-E4,normal
256.10,Ped1.9,Pedestrian,-E4,normal
256.10,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.10,Ped2.8,Pedestrian,-E6,normal
256.10,Ped2.9,Pedestrian,-E6,normal
256.20,CyanCar.13,Vehicle,:J5_5,internal
256.20,CyanCar.14,Vehicle,-E6,normal
256.20,RedCar.12,Vehicle,E6,normal
256.20,RedCar.13,Vehicle,:J5_13,internal
256.20,RedCar.14,Vehicle,-E4,normal
256.20,Ped1.10,Pedestrian,-E4,normal
256.20,Ped1.7,Pedestrian,-E4,normal
256.20,Ped1.8,Pedestrian,-E4,normal
256.20,Ped1.9,Pedestrian,-E4,normal
256.20,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.20,Ped2.8,Pedestrian,-E6,normal
256.20,Ped2.9,Pedestrian,-E6,normal
256.30,CyanCar.13,Vehicle,:J5_5,internal
256.30,CyanCar.14,Vehicle,-E6,normal
256.30,RedCar.12,Vehicle,E6,normal
256.30,RedCar.13,Vehicle,:J5_13,internal
256.30,RedCar.14,Vehicle,-E4,normal
256.30,Ped1.10,Pedestrian,-E4,normal
256.30,Ped1.7,Pedestrian,-E4,normal
256.30,Ped1.8,Pedestrian,-E4,normal
256.30,Ped1.9,Pedestrian,-E4,normal
256.30,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.30,Ped2.8,Pedestrian,-E6,normal
256.30,Ped2.9,Pedestrian,-E6,normal
256.40,CyanCar.13,Vehicle,:J5_5,internal
256.40,CyanCar.14,Vehicle,-E6,normal
256.40,RedCar.12,Vehicle,E6,normal
256.40,RedCar.13,Vehicle,:J5_13,internal
256.40,RedCar.14,Vehicle,-E4,normal
256.40,Ped1.10,Pedestrian,-E4,normal
256.40,Ped1.7,Pedestrian,-E4,normal
256.40,Ped1.8,Pedestrian,-E4,normal
256.40,Ped1.9,Pedestrian,-E4,normal
256.40,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.40,Ped2.8,Pedestrian,-E6,normal
256.40,Ped2.9,Pedestrian,-E6,normal
256.50,CyanCar.13,Vehicle,:J5_5,internal
256.50,CyanCar.14,Vehicle,-E6,normal
256.50,RedCar.12,Vehicle,E6,normal
256.50,RedCar.13,Vehicle,:J5_13,internal
256.50,RedCar.14,Vehicle,-E4,normal
256.50,Ped1.10,Pedestrian,-E4,normal
256.50,Ped1.7,Pedestrian,-E4,normal
256.50,Ped1.8,Pedestrian,-E4,normal
256.50,Ped1.9,Pedestrian,-E4,normal
256.50,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.50,Ped2.8,Pedestrian,-E6,normal
256.50,Ped2.9,Pedestrian,-E6,normal
256.60,CyanCar.13,Vehicle,:J5_5,internal
256.60,CyanCar.14,Vehicle,-E6,normal
256.60,RedCar.12,Vehicle,E6,normal
256.60,RedCar.13,Vehicle,:J5_13,internal
256.60,RedCar.14,Vehicle,-E4,normal
256.60,Ped1.10,Pedestrian,-E4,normal
256.60,Ped1.7,Pedestrian,-E4,normal
256.60,Ped1.8,Pedestrian,-E4,normal
256.60,Ped1.9,Pedestrian,-E4,normal
256.60,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.60,Ped2.8,Pedestrian,-E6,normal
256.60,Ped2.9,Pedestrian,-E6,normal
256.70,CyanCar.13,Vehicle,:J5_5,internal
256.70,CyanCar.14,Vehicle,-E6,normal
256.70,RedCar.13,Vehicle,:J5_13,internal
256.70,RedCar.14,Vehicle,-E4,normal
256.70,Ped1.10,Pedestrian,-E4,normal
256.70,Ped1.7,Pedestrian,-E4,normal
256.70,Ped1.8,Pedestrian,-E4,normal
256.70,Ped1.9,Pedestrian,-E4,normal
256.70,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.70,Ped2.8,Pedestrian,-E6,normal
256.70,Ped2.9,Pedestrian,-E6,normal
256.80,CyanCar.13,Vehicle,:J5_5,internal
256.80,CyanCar.14,Vehicle,-E6,normal
256.80,RedCar.13,Vehicle,:J5_13,internal
256.80,RedCar.14,Vehicle,-E4,normal
256.80,Ped1.10,Pedestrian,-E4,normal
256.80,Ped1.7,Pedestrian,-E4,normal
256.80,Ped1.8,Pedestrian,-E4,normal
256.80,Ped1.9,Pedestrian,-E4,normal
256.80,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.80,Ped2.8,Pedestrian,-E6,normal
256.80,Ped2.9,Pedestrian,-E6,normal
256.90,CyanCar.13,Vehicle,:J5_5,internal
256.90,CyanCar.14,Vehicle,-E6,normal
256.90,RedCar.13,Vehicle,:J5_13,internal
256.90,RedCar.14,Vehicle,-E4,normal
256.90,Ped1.10,Pedestrian,-E4,normal
256.90,Ped1.7,Pedestrian,-E4,normal
256.90,Ped1.8,Pedestrian,-E4,normal
256.90,Ped1.9,Pedestrian,-E4,normal
256.90,Ped2.10,Pedestrian,:J5_w1,walkingarea
256.90,Ped2.8,Pedestrian,-E6,normal
256.90,Ped2.9,Pedestrian,-E6,normal
257.00,CyanCar.13,Vehicle,:J5_5,internal
257.00,CyanCar.14,Vehicle,-E6,normal
257.00,RedCar.13,Vehicle,:J5_13,internal
257.00,RedCar.14,Vehicle,-E4,normal
257.00,Ped1.10,Pedestrian,-E4,normal
257.00,Ped1.7,Pedestrian,-E4,normal
257.00,Ped1.8,Pedestrian,-E4,normal
257.00,Ped1.9,Pedestrian,-E4,normal
257.00,Ped2.10,Pedestrian,:J5_w1,walkingarea
257.00,Ped2.8,Pedestrian,-E6,normal
257.00,Ped2.9,Pedestrian,-E6,normal
257.10,CyanCar.13,Vehicle,:J5_5,internal
257.10,CyanCar.14,Vehicle,-E6,normal
257.10,RedCar.13,Vehicle,:J5_13,internal
257.10,RedCar.14,Vehicle,-E4,normal
257.10,Ped1.10,Pedestrian,-E4,normal
257.10,Ped1.7,Pedestrian,-E4,normal
257.10,Ped1.8,Pedestrian,-E4,normal
257.10,Ped1.9,Pedestrian,-E4,normal
257.10,Ped2.10,Pedestrian,:J5_w1,walkingarea
257.10,Ped2.8,Pedestrian,-E6,normal
257.10,Ped2.9,Pedestrian,-E6,normal
257.20,CyanCar.13,Vehicle,:J5_5,internal
257.20,CyanCar.14,Vehicle,-E6,normal
257.20,RedCar.13,Vehicle,:J5_13,internal
257.20,RedCar.14,Vehicle,-E4,normal
257.20,Ped1.10,Pedestrian,-E4,normal
257.20,Ped1.7,Pedestrian,-E4,normal
257.20,Ped1.8,Pedestrian,-E4,normal
257.20,Ped1.9,Pedestrian,-E4,normal
257.20,Ped2.10,Pedestrian,:J5_w1,walkingarea
257.20,Ped2.8,Pedestrian,-E6,normal
257.20,Ped2.9,Pedestrian,-E6,normal
257.30,CyanCar.13,Vehicle,:J5_5,internal
257.30,CyanCar.14,Vehicle,-E6,normal
257.30,RedCar.13,Vehicle,E6,normal
257.30,RedCar.14,Vehicle,-E4,normal
257.30,Ped1.10,Pedestrian,-E4,normal
257.30,Ped1.7,Pedestrian,-E4,normal
257.30,Ped1.8,Pedestrian,-E4,normal
257.30,Ped1.9,Pedestrian,-E4,normal
257.30,Ped2.10,Pedestrian,-E6,normal
257.30,Ped2.8,Pedestrian,-E6,normal
257.30,Ped2.9,Pedestrian,-E6,normal
257.40,CyanCar.13,Vehicle,:J5_5,internal
257.40,CyanCar.14,Vehicle,-E6,normal
257.40,RedCar.13,Vehicle,E6,normal
257.40,RedCar.14,Vehicle,-E4,normal
257.40,Ped1.10,Pedestrian,-E4,normal
257.40,Ped1.7,Pedestrian,-E4,normal
257.40,Ped1.8,Pedestrian,-E4,normal
257.40,Ped1.9,Pedestrian,-E4,normal
257.40,Ped2.10,Pedestrian,-E6,normal
257.40,Ped2.8,Pedestrian,-E6,normal
257.40,Ped2.9,Pedestrian,-E6,normal
257.50,CyanCar.13,Vehicle,:J5_5,internal
257.50,CyanCar.14,Vehicle,-E6,normal
257.50,RedCar.13,Vehicle,E6,normal
257.50,RedCar.14,Vehicle,-E4,normal
